ACQ_CHARTAGENT,ACQ_CLASS_TYPE_DESC,ACQ_CNTYNAME,ACQ_CNTYNUM,ACQ_FDICREGION,ACQ_FDICREGION_DESC,ACQ_INSTNAME,ACQ_ORGTYPE_NUM,ACQ_ORG_EFF_DTE,ACQ_PADDR,ACQ_PCITY,ACQ_PSTALP,ACQ_PSTNUM,ACQ_PZIP5,ACQ_PZIPREST,ACQ_REGAGENT,CHANGECODE_DESC_LONG,EFFDATE,EFFYEAR,OUT_CNTYNAME,OUT_CNTYNUM,OUT_FDICREGION,OUT_FDICREGION_DESC,OUT_INSTNAME,OUT_ORGTYPE_NUM,OUT_PADDR,OUT_PCITY,OUT_PSTALP,OUT_PSTNUM,OUT_PZIP5,OUT_PZIPREST,OUT_REGAGENT,PROCYEAR,PSTALP,REGAGENT,SUR_CHARTAGENT,SUR_CNTYNAME,SUR_CNTYNUM,SUR_FDICREGION,SUR_FDICREGION_DESC,SUR_CNTYNUM,SUR_MADDR,SUR_MCITY,SUR_MSTALP,SUR_MSTATE,SUR_MZIP5,SUR_ORGTYPE_NUM,SUR_INSTNAME,SUR_PADDR,SUR_PCITY,SUR_PSTALP,SUR_PSTNUM,SUR_PZIP5,SUR_PZIPREST,SUR_REGAGENT,
STATE,N/A,SANTA FE,49,13,DALLAS,GUADALUPE CREDIT UNION,140,1989-09-01T00:00:00,1305 OSAGE AVENUE,SANTA FE,NM,35,87505,,NCUA,"Merged and became part of GUADALUPE CREDIT UNION (49479) in Santa Fe, NM. The successor institution was not FDIC-insured.",2011-03-08T00:00:00,2011,SANTA FE,49,13,DALLAS,LAND OF ENCHANTMENT FEDERAL CREDIT UNION,140,1101 DON DIEGO AVENUE,SANTA FE,NM,35,87501,,NCUA,2011,NM,NCUA,STATE,SANTA FE,49,13,DALLAS,GUADALUPE CREDIT UNION,3601 MIMBRES LANE,SANTA FE,NM,NEW MEXICO,87507,140,GUADALUPE CREDIT UNION,3601 MIMBRES LANE,SANTA FE,NM,35,87507,2891,NCUA,
OCC,Commercial,HOPKINS,223,13,DALLAS,The City National Bank of Sulphur Springs,10,2006-03-31T00:00:00,201 CONNALLY STREET,SULPHUR SPRINGS,TX,48,75482,0,OCC,"Merged and became part of The City National Bank of Sulphur Springs (5544) in Sulphur Springs, TX. ",2011-03-12T00:00:00,2011,WOOD,499,13,DALLAS,The First National Bank of Mineola,10,200 NORTH PACIFIC STREET,MINEOLA,TX,48,75773,0,OCC,2011,TX,OCC,OCC,HOPKINS,223,13,DALLAS,The City National Bank of Sulphur Springs,P.O. BOX  495,SULPHUR SPRINGS,TX,TEXAS,75482,10,The City National Bank of Sulphur Springs,201 CONNALLY STREET,SULPHUR SPRINGS,TX,48,75482,0,OCC,
NCUA,N/A,HAYS,209,13,DALLAS,SAINT JOHNS FEDERAL CREDIT UNION,140,1979-12-31T00:00:00,329 CHEATHAM STREET,SAN MARCOS,TX,48,78666,,NCUA,"Merged and became part of SAINT JOHNS FEDERAL CREDIT UNION (45115) in San Marcos, TX. The successor institution was not FDIC-insured.",2011-02-01T00:00:00,2011,HAYS,209,13,DALLAS,THERMON EMPLOYEE CREDIT UNION,140,100 Thermon Dr.,SAN MARCOS,TX,48,78666,,NCUA,2011,TX,NCUA,NCUA,HAYS,209,13,DALLAS,SAINT JOHNS FEDERAL CREDIT UNION,-,SAN MARCOS,TX,TEXAS,0,140,SAINT JOHNS FEDERAL CREDIT UNION,329 CHEATHAM STREET,SAN MARCOS,TX,48,78666,,NCUA,
STATE,Commercial,PIKE,195,9,CHICAGO,"Community Trust Bank, Inc.",10,2006-03-31T00:00:00,346 NORTH MAYO TRAIL,PIKEVILLE,KY,21,41501,0,FED,"Merged and became part of Community Trust Bank, Inc. (2720) in Pikeville, KY. ",2011-01-22T00:00:00,2011,CAMPBELL,13,13,DALLAS,The First National Bank of La Follette,10,106 SOUTH TENNESSEE AVENUE,LA FOLLETTE,TN,47,37766,0,OCC,2011,KY,FED,STATE,PIKE,195,9,CHICAGO,"Community Trust Bank, Inc.",346 N MAYO TRAIL,PIKEVILLE,KY,KENTUCKY,41502,10,"Community Trust Bank, Inc.",346 NORTH MAYO TRAIL,PIKEVILLE,KY,21,41501,0,FED,
STATE,Commercial,BANNER,7,11,KANSAS CITY,"Banner County Bank, Inc.",10,2006-03-31T00:00:00,205 STATE ST,HARRISBURG,NE,31,69345,0,FDIC,"Merged and became part of Banner County Bank, Inc. (19274) in Harrisburg, NE. ",2011-03-05T00:00:00,2011,FURNAS,65,11,KANSAS CITY,First State Bank,10,401 9TH ST,BEAVER CITY,NE,31,68926,0,FDIC,2011,NE,FDIC,STATE,BANNER,7,11,KANSAS CITY,"Banner County Bank, Inc.",P.O. BOX  87,HARRISBURG,NE,NEBRASKA,69345,10,"Banner County Bank, Inc.",205 STATE ST,HARRISBURG,NE,31,69345,0,FDIC,
STATE,Commercial,GREENE,77,13,DALLAS,Liberty Bank,10,2010-01-15T00:00:00,4625 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,29,65810,0,FDIC,"Merged and became part of Liberty Bank (34087) in Springfield, MO. ",2011-03-25T00:00:00,2011,GREENE,77,11,KANSAS CITY,Village Bank,10,2360 EAST SUNSHINE,SPRINGFIELD,MO,29,65804,0,FDIC,2011,MO,FDIC,STATE,GREENE,77,13,DALLAS,Liberty Bank,P. O. BOX 14350,SPRINGFIELD,MO,MISSOURI,65814,10,Liberty Bank,4625 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,29,65810,0,FDIC,
STATE,Commercial,RICE,131,11,KANSAS CITY,Frandsen Bank & Trust,10,2006-03-31T00:00:00,116 CENTRAL STREET WEST,LONSDALE,MN,27,55046,0,FDIC,"Merged and became part of Frandsen Bank & Trust (1399) in Lonsdale, MN. ",2011-03-21T00:00:00,2011,POLK,95,9,CHICAGO,Rural American Bank - Luck,10,200 MAIN STREET SOUTH,LUCK,WI,55,54853,0,FDIC,2011,MN,FDIC,STATE,RICE,131,11,KANSAS CITY,Frandsen Bank & Trust,4388 ROUND LAKE ROAD WEST,ARDEN HILLS,MN,MINNESOTA,55112,10,Frandsen Bank & Trust,116 CENTRAL STREET WEST,LONSDALE,MN,27,55046,0,FDIC,
STATE,Commercial,RICE,131,11,KANSAS CITY,Frandsen Bank & Trust,10,2006-03-31T00:00:00,116 CENTRAL STREET WEST,LONSDALE,MN,27,55046,0,FDIC,"Merged and became part of Frandsen Bank & Trust (1399) in Lonsdale, MN. ",2011-03-21T00:00:00,2011,ISANTI,59,11,KANSAS CITY,Rural American Bank - Braham,10,121 SOUTH MAIN,BRAHAM,MN,27,55006,0,FDIC,2011,MN,FDIC,STATE,RICE,131,11,KANSAS CITY,Frandsen Bank & Trust,4388 ROUND LAKE ROAD WEST,ARDEN HILLS,MN,MINNESOTA,55112,10,Frandsen Bank & Trust,116 CENTRAL STREET WEST,LONSDALE,MN,27,55046,0,FDIC,
OCC,Commercial,DALLAS,113,13,DALLAS,"Veritex Community Bank, National Association",10,2011-01-03T00:00:00,2101 ABRAMS ROAD,DALLAS,TX,48,75214,0,OCC,"Merged and became part of Veritex Community Bank, National Association (57665) in Dallas, TX. ",2011-03-23T00:00:00,2011,COLLIN,85,13,DALLAS,Fidelity Bank,10,5049 WEST PARK BOULEVARD,PLANO,TX,48,75093,2514,FDIC,2011,TX,OCC,OCC,DALLAS,113,13,DALLAS,"Veritex Community Bank, National Association",8214 WESTCHESTER DRIVE,DALLAS,TX,TEXAS,75225,10,"Veritex Community Bank, National Association",2101 ABRAMS ROAD,DALLAS,TX,48,75214,0,OCC,
STATE,Commercial,SUFFOLK,25,2,NEW YORK,Eastern Bank,310,2007-01-05T00:00:00,265 FRANKLIN STREET,BOSTON,MA,25,2110,0,FDIC,"Merged and became part of Eastern Bank (32773) in Boston, MA. ",2011-03-18T00:00:00,2011,SUFFOLK,25,2,NEW YORK,Wainwright Bank & Trust Company,10,63 FRANKLIN STREET,BOSTON,MA,25,2110,0,FDIC,2011,MA,FDIC,STATE,SUFFOLK,25,2,NEW YORK,Eastern Bank,265 FRANKLIN STREET,BOSTON,MA,MASSACHUSETTS,2110,310,Eastern Bank,265 FRANKLIN STREET,BOSTON,MA,25,2110,0,FDIC,
OCC,Commercial,MINNEHAHA,99,16,COMPLEX FINANCIAL INSTITUTIONS,"Wells Fargo Bank, National Association",10,2010-03-20T00:00:00,101 N. PHILLIPS AVENUE,SIOUX FALLS,SD,46,57104,0,OCC,"Merged and became part of Wells Fargo Bank, National Association (3511) in Sioux Falls, SD. ",2011-03-31T00:00:00,2011,LOS ANGELES,37,14,SAN FRANCISCO,Wells Fargo Central Bank,10,23701 CALABASAS ROAD,CALABASAS,CA,6,91302,0,FDIC,2011,SD,OCC,OCC,MINNEHAHA,99,16,COMPLEX FINANCIAL INSTITUTIONS,"Wells Fargo Bank, National Association",SIXTH & MARQUETTE AVENUE,MINNEAPOLIS,MN,MINNESOTA,55479,10,"Wells Fargo Bank, National Association",101 N. PHILLIPS AVENUE,SIOUX FALLS,SD,46,57104,0,OCC,
STATE,Savings,HAMILTON,61,9,CHICAGO,Cheviot Savings Bank,125,2006-03-31T00:00:00,3723 GLENMORE AVE,CINCINNATI,OH,39,45211,4720,OTS,"Merged and became part of Cheviot Savings Bank (27946) in Cincinnati, OH. ",2011-03-17T00:00:00,2011,HAMILTON,61,9,CHICAGO,The Franklin Savings and Loan Company,125,4750 ASHWOOD DRIVE,CINCINNATI,OH,39,45241,0,OTS,2011,OH,OTS,STATE,HAMILTON,61,9,CHICAGO,Cheviot Savings Bank,3723 GLENMORE AVE,CHEVIOT,OH,OHIO,45211,125,Cheviot Savings Bank,3723 GLENMORE AVE,CINCINNATI,OH,39,45211,4720,OTS,
STATE,Commercial,PAGE,145,11,KANSAS CITY,Bank Iowa,10,2011-03-31T00:00:00,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,"Merged and became part of Bank Iowa (14521) in Clarinda, IA. ",2011-03-31T00:00:00,2011,CRAWFORD,47,11,KANSAS CITY,Bank Iowa,10,1108 BROADWAY,DENISON,IA,19,51442,0,FED,2011,IA,FED,STATE,PAGE,145,11,KANSAS CITY,Bank Iowa,1150 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,IOWA,50266,10,Bank Iowa,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,
STATE,Commercial,PAGE,145,11,KANSAS CITY,Bank Iowa,10,2006-03-31T00:00:00,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,"Merged and became part of Bank Iowa (14521) in Clarinda, IA. ",2011-03-31T00:00:00,2011,MONTGOMERY,137,11,KANSAS CITY,Bank Iowa,10,1805 NORTH BROADWAY,RED OAK,IA,19,51566,0,FED,2011,IA,FED,STATE,PAGE,145,11,KANSAS CITY,Bank Iowa,1150 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,IOWA,50266,10,Bank Iowa,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,
STATE,Commercial,PAGE,145,11,KANSAS CITY,Bank Iowa,10,2011-03-31T00:00:00,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,"Merged and became part of Bank Iowa (14521) in Clarinda, IA. ",2011-03-31T00:00:00,2011,CHICKASAW,37,11,KANSAS CITY,BANK IOWA,10,606 WEST MILWAUKEE,NEW HAMPTON,IA,19,50659,0,FED,2011,IA,FED,STATE,PAGE,145,11,KANSAS CITY,Bank Iowa,1150 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,IOWA,50266,10,Bank Iowa,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,
STATE,Commercial,PAGE,145,11,KANSAS CITY,Bank Iowa,10,2011-03-31T00:00:00,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,"Merged and became part of Bank Iowa (14521) in Clarinda, IA. ",2011-03-31T00:00:00,2011,MAHASKA,123,11,KANSAS CITY,Bank Iowa,10,1710 THIRD AVENUE EAST,OSKALOOSA,IA,19,52577,0,FED,2011,IA,FED,STATE,PAGE,145,11,KANSAS CITY,Bank Iowa,1150 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,IOWA,50266,10,Bank Iowa,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,
STATE,Commercial,PAGE,145,11,KANSAS CITY,Bank Iowa,10,2011-03-31T00:00:00,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,"Merged and became part of Bank Iowa (14521) in Clarinda, IA. ",2011-03-31T00:00:00,2011,HUMBOLDT,91,11,KANSAS CITY,Bank Iowa,10,506 SUMNER AVENUE,HUMBOLDT,IA,19,50548,0,FED,2011,IA,FED,STATE,PAGE,145,11,KANSAS CITY,Bank Iowa,1150 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,IOWA,50266,10,Bank Iowa,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,
STATE,Commercial,PAGE,145,11,KANSAS CITY,Bank Iowa,10,2006-03-31T00:00:00,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,"Merged and became part of Bank Iowa (14521) in Clarinda, IA. ",2011-03-31T00:00:00,2011,POLK,153,11,KANSAS CITY,Bank Iowa,10,420 8TH STREET SOUTHEAST,ALTOONA,IA,19,50009,0,FED,2011,IA,FED,STATE,PAGE,145,11,KANSAS CITY,Bank Iowa,1150 JORDAN CREEK PARKWAY,WEST DES MOINES,IA,IOWA,50266,10,Bank Iowa,101 NORTH 15TH STREET,CLARINDA,IA,19,51632,0,FED,
OTS,Savings,HIGHLAND,71,9,CHICAGO,Southern Hills Community Bank,120,2011-04-05T00:00:00,45 EAST MAIN STREET,LEESBURG,OH,39,45135,0,OTS,"Merged and became part of Southern Hills Community Bank (29749) in Leesburg, OH. ",2011-04-05T00:00:00,2011,HIGHLAND,71,9,CHICAGO,The Home Builders Association,120,223 NO MAIN ST,LYNCHBURG,OH,39,45142,0,OTS,2011,OH,OTS,OTS,HIGHLAND,71,9,CHICAGO,Southern Hills Community Bank,P O BOX 345,LEESBURG,OH,OHIO,45135,120,Southern Hills Community Bank,45 EAST MAIN STREET,LEESBURG,OH,39,45135,0,OTS,
STATE,Commercial,BROWARD,11,5,ATLANTA,Stonegate Bank,10,2009-10-23T00:00:00,1430 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,FL,12,33304,0,FDIC,"Merged and became part of Stonegate Bank (57934) in Fort Lauderdale, FL. ",2011-03-18T00:00:00,2011,LEE,71,5,ATLANTA,"Southwest Capital Bank, National Association",10,"12670 CREEKSIDE LANE, SUITE 101",FORT MYERS,FL,12,33919,0,OCC,2011,FL,FDIC,STATE,BROWARD,11,5,ATLANTA,Stonegate Bank,P.O. BOX 10069,POMPANO BEACH,FL,FLORIDA,33061,10,Stonegate Bank,1430 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,FL,12,33304,0,FDIC,
STATE,Commercial,GUAM,10,14,SAN FRANCISCO,ANZ Guam inc,10,2010-02-16T00:00:00,424 WEST O'BRIEN DRIVE #112,HAGATNA,GU,66,96910,0,FDIC,"Merged and became part of ANZ Guam inc (33316) in Hagatna, GU. ",2011-01-01T00:00:00,2011,EASTERN,10,14,SAN FRANCISCO,Amerika Samoa Bank,10,FAGATOGO,PAGO PAGO,AS,60,96799,0,FDIC,2011,GU,FDIC,STATE,GUAM,10,14,SAN FRANCISCO,ANZ Guam inc,P.O. BOX EQ,HAGATNA,GU,GUAM,96910,10,ANZ Guam inc,424 WEST O'BRIEN DRIVE #112,HAGATNA,GU,66,96910,0,FDIC,
OTS,Savings,COOK,31,9,CHICAGO,"BankFinancial, FSB",115,2006-03-31T00:00:00,21110 SOUTH WESTERN AVENUE,OLYMPIA FIELDS,IL,17,60461,0,OTS,"Merged and became part of BankFinancial, FSB (28808) in Olympia Fields, IL. ",2011-03-19T00:00:00,2011,DUPAGE,43,9,CHICAGO,Downers Grove National Bank,10,6301 FAIRVIEW AVENUE,WESTMONT,IL,17,60559,0,OCC,2011,IL,OTS,OTS,COOK,31,9,CHICAGO,"BankFinancial, FSB",15W060 FRONTAGE ROAD,BURR RIDGE,IL,ILLINOIS,60527,115,"BankFinancial, FSB",21110 SOUTH WESTERN AVENUE,OLYMPIA FIELDS,IL,17,60461,0,OTS,
STATE,Savings,WORCESTER,27,2,NEW YORK,"Hometown Bank, A Cooperative Bank",130,2008-03-03T00:00:00,218 MAIN STREET,WEBSTER,MA,25,1570,0,FDIC,"Merged and became part of Hometown Bank, A Cooperative Bank (26523) in Webster, MA. ",2011-04-01T00:00:00,2011,WORCESTER,27,2,NEW YORK,Athol-Clinton Co-operative Bank,130,90 EXCHANGE STREET,ATHOL,MA,25,1331,711,FDIC,2011,MA,FDIC,STATE,WORCESTER,27,2,NEW YORK,"Hometown Bank, A Cooperative Bank",31 SUTTON AVENUE,OXFORD,MA,MASSACHUSETTS,1540,130,"Hometown Bank, A Cooperative Bank",218 MAIN STREET,WEBSTER,MA,25,1570,0,FDIC,
STATE,Commercial,PRINCE GEORGE'S,33,2,NEW YORK,Old Line Bank,10,2006-07-10T00:00:00,1525 POINTER RIDGE PLACE,BOWIE,MD,24,20716,0,FED,"Merged and became part of Old Line Bank (27599) in Bowie, MD. ",2011-04-01T00:00:00,2011,ST. MARY'S,37,2,NEW YORK,"Maryland Bank and Trust Company, National Association",10,46930 SOUTH SHANGRI LA DRIVE,LEXINGTON PARK,MD,24,20653,0,OCC,2011,MD,FED,STATE,PRINCE GEORGE'S,33,2,NEW YORK,Old Line Bank,1525 POINTER RIDGE PLACE,BOWIE,MD,MARYLAND,20716,10,Old Line Bank,1525 POINTER RIDGE PLACE,BOWIE,MD,24,20716,0,FED,
OCC,Commercial,EAST BATON ROUGE,33,13,DALLAS,First National Banker's Bank,10,2011-03-31T00:00:00,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,22,70809,7604,OCC,"Merged and became part of First National Banker's Bank (25247) in Baton Rouge, LA. ",2011-03-31T00:00:00,2011,PULASKI,119,13,DALLAS,Arkansas Bankers Bank,10,"325 WEST CAPITOL, SUITE 300",LITTLE ROCK,AR,5,72201,0,FED,2011,LA,OCC,OCC,EAST BATON ROUGE,33,13,DALLAS,First National Banker's Bank,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,LOUISIANA,70809,10,First National Banker's Bank,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,22,70809,7604,OCC,
OCC,Commercial,EAST BATON ROUGE,33,13,DALLAS,First National Banker's Bank,10,2011-03-31T00:00:00,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,22,70809,7604,OCC,"Merged and became part of First National Banker's Bank (25247) in Baton Rouge, LA. ",2011-03-31T00:00:00,2011,MADISON,89,13,DALLAS,Mississippi National Bankers  Bank,10,300 CONCOURSE BOULEVARD,RIDGELAND,MS,28,39157,0,OCC,2011,LA,OCC,OCC,EAST BATON ROUGE,33,13,DALLAS,First National Banker's Bank,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,LOUISIANA,70809,10,First National Banker's Bank,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,22,70809,7604,OCC,
OCC,Commercial,EAST BATON ROUGE,33,13,DALLAS,First National Banker's Bank,10,2006-03-31T00:00:00,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,22,70809,7604,OCC,"Merged and became part of First National Banker's Bank (25247) in Baton Rouge, LA. ",2011-03-31T00:00:00,2011,JEFFERSON,73,5,ATLANTA,"First National Bankers Bank, Alabama",10,600 UNIVERSITY PARK PLACE SUITE 380,HOMEWOOD,AL,1,35209,0,OCC,2011,LA,OCC,OCC,EAST BATON ROUGE,33,13,DALLAS,First National Banker's Bank,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,LOUISIANA,70809,10,First National Banker's Bank,7813 OFFICE PARK BOULEVARD,BATON ROUGE,LA,22,70809,7604,OCC,
STATE,Commercial,COOK,31,9,CHICAGO,North Community Bank,10,2006-03-31T00:00:00,2335 NORTH CLARK STREET,CHICAGO,IL,17,60614,0,FDIC,"Merged and became part of North Community Bank (20624) in Chicago, IL. ",2011-03-30T00:00:00,2011,COOK,31,9,CHICAGO,The First Commercial Bank,10,6945 NORTH CLARK STREET,CHICAGO,IL,17,60626,0,FDIC,2011,IL,FDIC,STATE,COOK,31,9,CHICAGO,North Community Bank,180 NORTH LASALLE STREET,CHICAGO,IL,ILLINOIS,60601,10,North Community Bank,2335 NORTH CLARK STREET,CHICAGO,IL,17,60614,0,FDIC,
STATE,Commercial,COOK,31,9,CHICAGO,North Community Bank,10,2011-03-30T00:00:00,2335 NORTH CLARK STREET,CHICAGO,IL,17,60614,0,FDIC,"Merged and became part of North Community Bank (20624) in Chicago, IL. ",2011-03-30T00:00:00,2011,COOK,31,9,CHICAGO,Edens Bank,10,3245 WEST LAKE AVENUE,WILMETTE,IL,17,60091,0,FDIC,2011,IL,FDIC,STATE,COOK,31,9,CHICAGO,North Community Bank,180 NORTH LASALLE STREET,CHICAGO,IL,ILLINOIS,60601,10,North Community Bank,2335 NORTH CLARK STREET,CHICAGO,IL,17,60614,0,FDIC,
STATE,Commercial,COOK,31,9,CHICAGO,North Community Bank,10,2011-03-30T00:00:00,2335 NORTH CLARK STREET,CHICAGO,IL,17,60614,0,FDIC,"Merged and became part of North Community Bank (20624) in Chicago, IL. ",2011-03-30T00:00:00,2011,COOK,31,9,CHICAGO,Northwest Community Bank,10,2701 ALGONQUIN ROAD,ROLLING MEADOWS,IL,17,60008,0,FDIC,2011,IL,FDIC,STATE,COOK,31,9,CHICAGO,North Community Bank,180 NORTH LASALLE STREET,CHICAGO,IL,ILLINOIS,60601,10,North Community Bank,2335 NORTH CLARK STREET,CHICAGO,IL,17,60614,0,FDIC,
STATE,Savings,BERKSHIRE,3,2,NEW YORK,Berkshire Bank,115,2007-09-22T00:00:00,24 NORTH STREET,PITTSFIELD,MA,25,1201,0,FDIC,"Merged and became part of Berkshire Bank (23621) in Pittsfield, MA. ",2011-04-01T00:00:00,2011,ONEIDA,65,2,NEW YORK,The Rome Savings Bank,115,100 WEST DOMINICK STREET,ROME,NY,36,13440,0,OTS,2011,MA,FDIC,STATE,BERKSHIRE,3,2,NEW YORK,Berkshire Bank,99 North St,Pittsfield,MA,MASSACHUSETTS,1201,115,Berkshire Bank,24 NORTH STREET,PITTSFIELD,MA,25,1201,0,FDIC,
STATE,Commercial,COOK,31,9,CHICAGO,Metrobank,10,2011-03-30T00:00:00,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,0,FDIC,"Merged and became part of Metrobank (16641) in Berwyn, IL. ",2011-03-30T00:00:00,2011,COOK,31,9,CHICAGO,Metropolitan Bank and Trust Company,10,2201 WEST CERMAK ROAD,CHICAGO,IL,17,60608,0,FDIC,2011,IL,FDIC,STATE,COOK,31,9,CHICAGO,Metrobank,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,ILLINOIS,60402,10,Metrobank,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,0,FDIC,
STATE,Commercial,COOK,31,9,CHICAGO,Metrobank,10,2011-03-30T00:00:00,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,0,FDIC,"Merged and became part of Metrobank (16641) in Berwyn, IL. ",2011-03-30T00:00:00,2011,DUPAGE,43,9,CHICAGO,Community Bank of DuPage,10,535 OGDEN AVENUE,DOWNERS GROVE,IL,17,60515,0,FDIC,2011,IL,FDIC,STATE,COOK,31,9,CHICAGO,Metrobank,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,ILLINOIS,60402,10,Metrobank,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,0,FDIC,
STATE,Commercial,COOK,31,9,CHICAGO,Metrobank,10,2011-03-30T00:00:00,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,0,FDIC,"Merged and became part of Metrobank (16641) in Berwyn, IL. ",2011-03-30T00:00:00,2011,COOK,31,9,CHICAGO,Chicago Community Bank,10,1110 WEST 35TH STREET,CHICAGO,IL,17,60609,0,FDIC,2011,IL,FDIC,STATE,COOK,31,9,CHICAGO,Metrobank,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,ILLINOIS,60402,10,Metrobank,3322 SOUTH OAK PARK AVENUE,BERWYN,IL,17,60402,0,FDIC,
STATE,Commercial,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",10,2011-04-08T00:00:00,2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,"Merged and became part of Premier Bank, Inc. (34837) in Huntington, WV. ",2011-04-08T00:00:00,2011,BARBOUR,1,5,ATLANTA,"First Central Bank, Inc.",10,2 SOUTH MAIN STREET,PHILIPPI,WV,54,26416,0,FDIC,2011,WV,FDIC,STATE,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",2883 5TH AVENUE,HUNTINGTON,WV,WEST VIRGINIA,25702,10,"Premier Bank, Inc.",2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,
STATE,Commercial,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",10,2011-04-08T00:00:00,2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,"Merged and became part of Premier Bank, Inc. (34837) in Huntington, WV. ",2011-04-08T00:00:00,2011,JACKSON,35,5,ATLANTA,Traders Bank,10,601 WASHINGTON ST,RAVENSWOOD,WV,54,26164,1731,FDIC,2011,WV,FDIC,STATE,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",2883 5TH AVENUE,HUNTINGTON,WV,WEST VIRGINIA,25702,10,"Premier Bank, Inc.",2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,
STATE,Commercial,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",10,2011-04-08T00:00:00,2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,"Merged and became part of Premier Bank, Inc. (34837) in Huntington, WV. ",2011-04-08T00:00:00,2011,RICHMOND CITY,760,5,ATLANTA,Consolidated Bank and Trust Company,10,320 NORTH FIRST STREET,RICHMOND,VA,51,23219,0,FED,2011,WV,FDIC,STATE,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",2883 5TH AVENUE,HUNTINGTON,WV,WEST VIRGINIA,25702,10,"Premier Bank, Inc.",2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,
STATE,Commercial,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",10,2011-04-08T00:00:00,2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,"Merged and became part of Premier Bank, Inc. (34837) in Huntington, WV. ",2011-04-08T00:00:00,2011,DISTRICT OF COLUMBIA,1,5,ATLANTA,Adams National Bank,10,"1130 CONNECTICUT AVENUE, N.W., SUITE  200",WASHINGTON,DC,11,20036,0,OCC,2011,WV,FDIC,STATE,CABELL,11,5,ATLANTA,"Premier Bank, Inc.",2883 5TH AVENUE,HUNTINGTON,WV,WEST VIRGINIA,25702,10,"Premier Bank, Inc.",2883 FIFTH AVE,HUNTINGTON,WV,54,25702,0,FDIC,
OCC,Commercial,MONTGOMERY,339,13,DALLAS,Woodforest National Bank,10,2011-05-01T00:00:00,1330 LAKE ROBBINS DRIVE,THE WOODLANDS,TX,48,77380,0,OCC,"Merged and became part of Woodforest National Bank (23220) in The Woodlands, TX. ",2011-05-01T00:00:00,2011,REFUGIO,391,13,DALLAS,Woodforest Bank,115,707 COMMERCE,REFUGIO,TX,48,78377,0,OTS,2011,TX,OCC,OCC,MONTGOMERY,339,13,DALLAS,Woodforest National Bank,P.O. BOX  24459,HOUSTON,TX,TEXAS,77229,10,Woodforest National Bank,1330 LAKE ROBBINS DRIVE,THE WOODLANDS,TX,48,77380,0,OCC,
